	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
77889	13136	B00934M9YO	A1HI19TZP4ZGWU	Tools & Home Improvement	7	Note that the lens is made of glass, so be careful as it can break if dropped.	1.0	Warning	yes	both		17
77914	13142	B00952P7PC	A190YSZV06NQ2Q	Baby	4	They do leak a little, but the only times I have seen them leak (and Im talking about a drops, not puddles) is when our daughter turns it upside down and shakes it or throws it to the ground and it lands with the mouthpiece closest to the ground and is full of liquid.	1.0	Warning	yes	both		54
77925	13144	B0095PZHRC	A7T2VY28U2IDB	Sports & Outdoors	7	The only other reason I can think is that you just want to keep track of steps.	1.0	Warning	no	before		17
77982	13148	B0095YY7RY	A3PRXJRKLIK9MX	Baby	3	If you have an average size baby the sizing is right on.	1.0	Size	no	before		12
78006	13151	B0096HSWMG	A1NA4V36SJ2SM1	Baby	4	If you pre-rinse the valve, and put it back into the top cover, there is no need to worry about it getting lost during the washing cycle.	1.0	Maintenance	no	both		26
78041	13158	B0097N2HNY	A1SKAGEDHU88LG	Sports & Outdoors	4	If you look on you tube there are some helpful videos to assist you with the installation, but anyone that is a decent handyman shouldnt have much issue putting it on.	1.0	Workaround	yes	after		31
78043	13158	B0097N2HNY	A1SKAGEDHU88LG	Sports & Outdoors	6	Be sure of the placement of everything BEFORE you commit to drilling but I think that should go without saying.	1.0	Warning	yes	after		20
78047	13160	B0098DFNY8	A8ANJNZAZQ6IQ	Musical Instruments	1	If you are ordering these to replace one or two of your Gibson Speed knobs, you will want to replace all four because they are not identical to Gibsons.	1.0	Usage	yes	before		29
78060	13162	B0098PUNGO	A1EE6D8WWMX1EU	Baby	4	I think the problem is that if you pull on the seam a little as you open the bag, it tears invisibly then leaks at the top when you turn the bag on its side.	1.0	Usage	no	after		35
78072	13164	B0098RE4H6	A38D3C9UTW4X72	Baby	7	(I feel obligated to say - Please never leave these around babys neck while unattended).	1.0	Warning	yes	after		14
78077	13164	B0098RE4H6	A38D3C9UTW4X72	Baby	12	The color is true to the picture and you can wash them in the dish washer which is just Great!	1.0	Maintenance	yes	both		20
78099	13167	B0099XV1S4	A2QV00TUUQFMJB	Baby	9	Easy to clean also, just wipe it with wet cloth and let dry, and disinfect once in a while.	1.0	Maintenance	yes	both		19
78107	13168	B009A7VTUO	A3CWOZWOE0BM84	Baby	4	So much better than cloth changing pads that need to be laundered!Based on a review that suggested leaving a small blanket on it to keep it warmer, I have been leaving a spare baby swaddle blanket on the top half and lay our son on top of blanket.	1.0	Usage	yes	after		49
78128	13174	B009AS1FLG	A2GVH4P25TXN8M	Musical Instruments	4	The complaints about the iPad connector cable are valid - its too stiff and short.	1.0	Warning	yes	before		14
78131	13174	B009AS1FLG	A2GVH4P25TXN8M	Musical Instruments	7	To combat the included 30-pin cable I bought a$10 3ft 30-pin extension cable, which seems to do the job nicely.	1.0	Complementary product	yes	before		17
78133	13174	B009AS1FLG	A2GVH4P25TXN8M	Musical Instruments	9	To record from a live sound-board, I just use the XLR input, set the gain (with the awesome colored halo ring), and save the recording as a mono track.	1.0	Usage	yes	after		28
78195	13183	B009D42TZ8	A2H0MAAH1MCBCQ	Baby	2	The printing has many flaws.	1.0	Warning	no	before		5
78200	13184	B009DHTE4E	A2IVIBEZO5HKRI	Baby	4	When locked on the frame of the stroller, the center part of the seat (where baby sits)  pokes up.	1.0	Warning	no	before		19
78217	13187	B009E8VQTS	A2E16NQGBKCBMG	Baby	5	This product claimed to bypass the taste buds.	1.0	Warning	no	before		8
78232	13189	B009ERZDJ8	AWGX9HQ607HHH	Baby	1	"Unless you are 52"" or under, you are going to be constantly bending down to open and close the lid with your hand."	1.0	Usage	yes	both		22
78233	13189	B009ERZDJ8	AWGX9HQ607HHH	Baby	2	Also, you need to rapidly flick the lid up to overcome the friction, or youll just end up tipping the whole thing against the wall.	1.0	Usage	yes	after		25
78249	13194	B009F7OWGW	A1RW8298N7K6JM	Toys & Games	2	Cars get stuck or fall off.	1.0	Warning	no	before		6
78254	13195	B009F7OXCA	A1X6KM63HI1JOU	Toys & Games	4	Usually it  was when there was background noise, or she was getting frustrated instantly and saying her word in an aggravated voice (that she hadnt used when she recorded it!)	1.0	Warning	yes	before		30
78270	13199	B009GDHYPQ	A38O1BU9JPFYK0	Tools & Home Improvement	3	Minor flaw to note, you might have to buy a USB charger for the  Nest because the low voltage connection might not bring it up to full charge.	1.0	Warning	yes	after		28
78282	13200	B009GDHYPQ	A3AUA3XA2X02VQ	Tools & Home Improvement	5	Once the Nest has learnt our pattern of daily activity it works well so make sure the first week you install it is your typical activity pattern week, otherwise it learns the wrong pattern.	1.0	First time use	yes	after		34
78321	13207	B009IVKY7Q	AQ3YSF85S12R3	Baby	2	Easy to fill pouches (sold separately), and easy clean-up.	1.0	Complementary product	yes	both		8
78354	13214	B009KUEU7K	A253TE7XMXWAV4	Baby	2	You have to be very precise about the placement of the gasket when you screw on the top, or youre going to have a huge mess.	1.0	Usage	yes	both		26
78362	13217	B009LO0Y7K	A1MEC7LOYIK1O1	Baby	1	Does not fit the potty we purchased for our daughter.	1.0	Warning	yes	before		10
78363	13217	B009LO0Y7K	A1MEC7LOYIK1O1	Baby	2	The liner did not hold up, once the it had been peed in, it started to disintegrate immediately.	1.0	Warning	yes	before		18
78438	13230	B009NZVZ3E	AOBBG21PCW30H	Sports & Outdoors	8	Keep in mind this is NOT stainless.	1.0	Warning	no	after		7
78486	13243	B009S4NN6M	A2I4JTVZ4JIEIR	Baby	4	Fits a standadr mattress perfectly.	1.0	Size	yes	before		5
78495	13245	B009S4NP74	A1NBHDDSS77E2C	Baby	1	This changing pad cover has stayed soft after multiple washes and it is so easy to put on and take off of our changing pad.	1.0	Usage	yes	before		25
78502	13246	B009S814U0	A87NFCCTUG4PO	Musical Instruments	6	You download the firmware and install via the USB port.	1.0	Complementary product	yes	after		10
78508	13246	B009S814U0	A87NFCCTUG4PO	Musical Instruments	12	If youre lusting after a bunch of effects pedals, but only have the cash for one, this is a really good option.	1.0	Population segment	yes	before		22
78564	13262	B009V5HXGO	A16RULIGE8YHTK	Sports & Outdoors	2	Very adjustable, but you might think its not because some of the various velcro pieces keep grabbing at things around the belt as you try to adjust it.	1.0	Usage	no	after		28
78590	13267	B009WJR89Q	A2HT6X1MMOBOAU	Tools & Home Improvement	3	The slide part is very small and a little hard to slide unless you have finger nails but it works out ok.	1.0	Usage	yes	after		22
78647	13277	B009ZLRSJ6	A12LH2100CKQO	Tools & Home Improvement	9	I was careful NOT to over-tighten any of the connections.	1.0	Usage	yes	after		9
78648	13277	B009ZLRSJ6	A12LH2100CKQO	Tools & Home Improvement	10	For the t-adapter to the toilet base, I hand tightened only, so it was snug.	1.0	Usage	yes	after		14
78649	13277	B009ZLRSJ6	A12LH2100CKQO	Tools & Home Improvement	11	For the water supply to the t-adapter, I hand tightened only, so it was snug (my existing hose nut was plastic and ribbed for hand tightening).	1.0	Usage	yes	after		25
78650	13277	B009ZLRSJ6	A12LH2100CKQO	Tools & Home Improvement	12	For the flexible metal-braided hose to the t-adapter, I hand tightened and then used a wrench to tighten only 1/4 turn.	1.0	Usage	yes	after		18
78651	13277	B009ZLRSJ6	A12LH2100CKQO	Tools & Home Improvement	13	For the hose to the bidet, I also hand tightened and then used a wrench to tighten only 1/4 turn.	1.0	Usage	yes	after		19
78657	13277	B009ZLRSJ6	A12LH2100CKQO	Tools & Home Improvement	19	I situated my bidet against the back of my toilet, and I made sure that the toilet seat plastic screws were tight (so neither the bidet nor the toilet seat would move from side to side).	1.0	Usage	yes	after		36
78661	13277	B009ZLRSJ6	A12LH2100CKQO	Tools & Home Improvement	23	For the bidet water control knob on the bidet itself, I turn the knob 1/4 inch or less to get the right amount of water that I need to clean-off.	1.0	Usage	no	after		28
78702	13279	B009ZU44AI	A11M4STRC1VZLN	Baby	5	This cup is not spill proof.	1.0	Warning	yes	before		6
78728	13282	B00A15IT7K	A3LLR6GYKV497F	Toys & Games	1	Great item for use with play doh but you need to be with smaller kids because they will need help when turning the lever as it can be difficult at times.	1.0	Usage	yes	after		31
78730	13282	B00A15IT7K	A3LLR6GYKV497F	Toys & Games	3	Cleans up ok, with a little elbow grease needed to remove old play doh in the crown.	1.0	Maintenance	yes	after		17
78735	13283	B00A1D90Q6	A1QP8IVMYCIOX7	Tools & Home Improvement	4	To be honest, the window sensors are probably useless since somebody would most likely just break in, but using them on doors is good since if they bust the door down it will go off.	1.0	Usage	yes	both		35
78742	13284	B00A1MHN2U	A347VIGPFIYPB1	Sports & Outdoors	3	Yesterday the zipper became totally unstuck and I could not get it to zip at all - the handle of the zipper also broke off from me zipping it up and down so many times.	1.0	Warning	yes	before		34
78778	13289	B00A2HUFBA	AT26K4CPN5GYL	Baby	1	I truly do love many features of this car seat and do not have another convertible to compare it to, but I do find that the straps do not get a loose as I would like when getting my child in and out of the seat.	1.0	Usage	yes	both		46
78821	13296	B00A4U2NIS	A2VNUI9CZ49FTR	Toys & Games	16	The second car will make it to the spinner before the counter weight makes it all the way back.	1.0	Warning	no	before		19
78838	13298	B00A67C5UU	A26EQ8U96JA92T	Baby	6	If you have multiple kids, beware, this is a WIDE car seat and you wont fit 3 in a row with it.	1.0	Warning	yes	before		21
78839	13298	B00A67C5UU	A26EQ8U96JA92T	Baby	7	We use this and a Britax in the backseat (of various rentals) with not a lot of room for anyone or anything else.	1.0	Warning	yes	before		23
78855	13305	B00A7DATQ0	A1EPVX4GECE4H	Baby	1	it does not work with city select stroller.	1.0	Usage	yes	before		8
78856	13305	B00A7DATQ0	A1EPVX4GECE4H	Baby	2	it works with the other citi mini adapter only.	1.0	Usage	yes	before		9
78857	13305	B00A7DATQ0	A1EPVX4GECE4H	Baby	3	if you own a britax car seat and need a converting double stroller like I do, this will not work for you.	1.0	Usage	yes	before		22
78873	13307	B00A7MSHHO	A38676DYX6113L	Toys & Games	8	His one drawback: He doesnt stand well.	1.0	Warning	yes	before	before	7
78874	13307	B00A7MSHHO	A38676DYX6113L	Toys & Games	9	This is remedied by the included display stand and claw.	1.0	Workaround	no	both		10
78895	13313	B00A88B16Q	A2VAIHJJ0KV28S	Toys & Games	2	The pieces are not tight fit and easily breaks apart.	1.0	Warning	yes	before		10
78896	13313	B00A88B16Q	A2VAIHJJ0KV28S	Toys & Games	3	But what was more disappointing was that there were missing pieces.	1.0	Warning	yes	before		11
78956	13322	B00A8HOX3K	A3E7SM84WWYC8K	Toys & Games	4	It is a more challenging set than were used to dealing with, with 2 booklets full of instructions.	1.0	First time use	yes	before		17
78957	13322	B00A8HOX3K	A3E7SM84WWYC8K	Toys & Games	5	Parents of younger kids, be prepared to assist a little bit.	1.0	Warning	yes	before		11
78959	13322	B00A8HOX3K	A3E7SM84WWYC8K	Toys & Games	7	Important information:The bags are numbered so that you can find the pieces you need more easily.	1.0	Usage	yes	both		17
78960	13322	B00A8HOX3K	A3E7SM84WWYC8K	Toys & Games	8	Only open the bag you need!	1.0	Usage	yes	after		6
79035	13336	B00A9PK4WK	A2EDUM8Q9UOKUR	Tools & Home Improvement	8	These didnt fit in those holders correctly so if youre buying them for universal bike mounts, they may be too wide.	1.0	Usage	no	after		21
79073	13344	B00ABXYKV6	A27IV3GGCK076K	Tools & Home Improvement	2	one battery would not charge or work until i sand papered the ends of the battery.	1.0	Maintenance	yes	both		16
79076	13345	B00ABY8372	AP8D74QD9LUUL	Toys & Games	2	This little motorcycle uses 3 AAA batteries, so I advise getting some rechargeables.	1.0	Complementary product	yes	both		12
79102	13348	B00ADKNOJ6	A35BKYZ8RLIG9T	Toys & Games	6	The box is just awful.	1.0	Warning	no	before		5
79105	13348	B00ADKNOJ6	A35BKYZ8RLIG9T	Toys & Games	9	"Even though the box says for ages ""8 and up,"" I think that younger children might enjoy this game because you dont have to read to be able to play it."	1.0	Population segment	yes	before		30
79107	13349	B00AE9RJ6A	AV3PT96KDJT6Q	Toys & Games	2	"When we opened the box we did indeed get the ""toxic"" odor that many others have mentioned, to remedy this I soaked the toy in some warm soapy water."	1.0	First time use	yes	after		29
79144	13358	B00AHAJGXU	A33BT7ET6RNHES	Toys & Games	1	There are 6 packages, each with 4 pieces of chalk.	1.0	Other	yes	both		8
79145	13358	B00AHAJGXU	A33BT7ET6RNHES	Toys & Games	2	The color selection is decent but not as bright as the picture might lead you to believe.	1.0	Other	yes	both		17
79149	13358	B00AHAJGXU	A33BT7ET6RNHES	Toys & Games	6	My only recommendation to other users is to use a scissors to take the chalk out of the plastic packaging.	1.0	Complementary product	yes	after		20
79211	13362	B00AHPZY6S	AM188RARFCUSA	Baby	39	Unfolding the Liteway Plus is similar to any umbrella stroller and involves releasing the side latch and pushing down on a small foot pedal until the stroller locks open.	1.0	Usage	yes	both		29
79212	13362	B00AHPZY6S	AM188RARFCUSA	Baby	40	Folding it involves actuating a foot release and then pushing up on the small foot pedal.	1.0	Usage	yes	both		16
79215	13362	B00AHPZY6S	AM188RARFCUSA	Baby	43	Conversion is faster without the canopy in place, and we removed the canopy entirely while using the Liteway Plus as a stroller frame.	1.0	Usage	yes	both		23
79230	13362	B00AHPZY6S	AM188RARFCUSA	Baby	58	The cover is the same nice fabric thats used in the Keyfit and Nextfit car seats and can be removed for washing.	1.0	Maintenance	yes	both		22
79286	13372	B00AIVN8EQ	A3K8AU6BAGN60E	Baby	8	My only complaint with this items (and what keeps this from being a five star product) is that the Bobby is not washable, it is spot clean only.	1.0	Warning	yes	before		28
79297	13373	B00AIVN9Y0	A21GU5CXGFF78J	Baby	5	The small/med was way too small for me and super uncomfortable.	1.0	Warning	no	before		10
79318	13376	B00AJF2J6E	A2TZAJSEQJINEO	Baby	6	My 6 week old is a really heavy wetter and we already have to double up her pocket diapers for night time but so far no leaks with these alone in a cover at night.	1.0	Usage	yes	both		34
79340	13380	B00AJSJFYA	A2S82KA1I60VII	Baby	4	***If you are overweight and cant lift your legs very high a lot this is NOT for you, my mother in law dreads this thing and its quite hilarious to watch her go over it :D	1.0	Usage	yes	before		36
79354	13382	B00AJSJZQS	A1VS1LL905P5L5	Tools & Home Improvement	7	You can gang connect several fixtures end to end with the connectors and then use one plug.	1.0	Usage	no	after		17
79386	13384	B00AK7SKL4	A3CVZRPQH1PFQ5	Musical Instruments	5	I did have to slightly bend out the lower bit of the frame to allow it to freely move towards and away from me.	1.0	Workaround	yes	after		24
79389	13384	B00AK7SKL4	A3CVZRPQH1PFQ5	Musical Instruments	8	Tip, just take something you can wrap a smaller mic in to get it to fit.	1.0	Workaround	yes	after		16
79411	13389	B00AMN28IW	A7UKU3HP9PZ7F	Baby	2	Velcro on other bibs scratch baby and snag and pull on other clothes in washer.	1.0	Warning	yes	before		15
79469	13400	B00APAQSP6	A3TCMJ6GKZJFBQ	Tools & Home Improvement	4	The control pad either faces left or right, and the light arm does not pivot independently of the base/control pad.	1.0	Warning	yes	before		19
79517	13410	B00ARQW0NM	A3CHIF3EHXCLA5	Toys & Games	5	However, the arena plastic is very thin and one mis-step will destroy it.	1.0	Warning	yes	before		12
79604	13424	B00AT60HUI	A44O2BUMD21G4	Baby	2	Of note, the product information does not mention that this is a soft flannel outside.	1.0	Other	yes	both		15
79612	13426	B00ATA2SUQ	A29VZ6937SCRX6	Toys & Games	1	Transformation is a bit flimsy, and the face is hard to change but all in all not a terrible figure.	1.0	Warning	yes	before		20
79631	13430	B00ATWSQR8	A3FUSN31CB5NJG	Toys & Games	2	Sturdy and attractive, this game reinforces colors and matching, small motor skills, counting, and following directions.	1.0	Usage	yes	both		16
79634	13431	B00ATWUBKS	A2DAA1D2SAS6P8	Toys & Games	2	They should put the age range between 6-12.	1.0	Population segment	yes	before		7
79674	13438	B00AV53YNY	A1W55X6SS3FXOY	Baby	3	The silicone covers are EXTREMELY hard to get on and off, make sure you put a little dish soap in the cover before sliding it n. The paint does not chip when covers are applied but it does not stop them from denting either.	1.0	Workaround	yes	both		43
79675	13438	B00AV53YNY	A1W55X6SS3FXOY	Baby	4	Yes they hurt when dropped and thrown, theyre stainless steel and can break a tv screen when thrown!	1.0	Warning	yes	before		18
79678	13439	B00AVQEBSU	AZZEBMCLTPCN0	Tools & Home Improvement	3	used a fully charged one all day unscrewing a 70 foot long porch with a roof.	1.0	Usage	yes	both		15
79732	13444	B00AWT892A	A3QVDMSBTJR2L2	Baby	1	I love this product for seeing the pacifier at night but when cleaning you need to be careful as it can take in water to the plastic bulb part.	1.0	Warning	yes	after		29
79786	13453	B00B0EZWCG	A1NRMTQ5SZPZA	Tools & Home Improvement	4	Beware though, the instructions are so tiny, youll probably need a magnifying glass to read them.	1.0	Warning	yes	after		16
79788	13453	B00B0EZWCG	A1NRMTQ5SZPZA	Tools & Home Improvement	6	When you first get the lamp, if it includes batteries, take them out.	1.0	First time use	yes	after		13
79790	13453	B00B0EZWCG	A1NRMTQ5SZPZA	Tools & Home Improvement	8	This will take the lamp out of trial mode and it will no longer turn itself off in 10 seconds or less.	1.0	First time use	no	after		21
79808	13457	B00B1M2N60	A36AI7CTOI1E6M	Baby	6	It is very, very soft and is easy to wash.	1.0	Maintenance	yes	both		10
79819	13459	B00B1N06PO	A3BH9XC0BVO1AG	Musical Instruments	3	I chose this model because they were on sale, seemed to be a diamond in the rough, and reviews indicated it would be good for large heads(I wear an XL hat size).	1.0	Size	yes	before		33
79858	13459	B00B1N06PO	A3BH9XC0BVO1AG	Musical Instruments	42	The clamping definitely leads to discomfort, the round ear pads dont quite do the trick, and it makes your head pretty warm.	1.0	Warning	yes	before		22
79880	13460	B00B1RG2OO	AVQZ0JG8OP8P7	Toys & Games	6	The instructions tell you to charge/plug in the battery 1st thing, but assembly only takes approximately 30 minutes, so plan to get the battery plugged in first thing.	1.0	Usage	yes	both		25
79931	13467	B00B2AZDIG	A2MVNAGKBMSG5I	Toys & Games	1	The pieces on this are small for little hands, but not too small for a choking hazard.	1.0	Size	yes	before		17
79941	13469	B00B2FNH8O	A1KI3173CO6TK2	Toys & Games	5	If youre thinking of buying this as a gift, make sure to stop at a garden center and pick up soil and seeds!	1.0	Complementary product	yes	both		23
79990	13478	B00B40LKPO	A1W2VADHK1ILC5	Baby	2	I have 2 diaper bags which are Petunia Pickle Bottom Boxy Backpack and Jujube BFF, but this sugar Snap files are wayyyyyyyy to big and bulky for both of my diaper bags.	1.0	Other	yes	both		31
80026	13485	B00B5ARWFU	AX5Z5BXI7ETGB	Tools & Home Improvement	2	4000 mAh batteries do not exist first of all.	1.0	Warning	no	before		8
80029	13485	B00B5ARWFU	AX5Z5BXI7ETGB	Tools & Home Improvement	5	Plus you are starting out with a fake capacity on probably a fake brand (Ultrafire company doesnt make higher than 3000mAh batteries according to their site), so how many falsehoods does it take to figure out its bad?	1.0	Warning	no	before		37
80041	13486	B00B5OL28Y	A382DHZJ0LHUC8	Toys & Games	11	I do recommend it for the younger ones as it does allow them to utilize critical thinking and problem solving skills.	1.0	Usage	yes	both		21
80042	13486	B00B5OL28Y	A382DHZJ0LHUC8	Toys & Games	12	I recommend it for both game nights, and if your kids want to have a entertaining board game to play by themselves.	1.0	Usage	yes	both		22
80118	13497	B00B8BFG0O	A5YCO02NI33WN	Tools & Home Improvement	6	To allow your smartphone to control the garage door, follow the learn instructions, similar to (and simpler) to how you would teach a HomeLink setup.	1.0	Usage	yes	after		25
80144	13500	B00B8O23Q6	A23OEAI92MSV6L	Tools & Home Improvement	4	Be aware of what color temp is ideal for your application and you will be happy.	1.0	Usage	yes	before		16
80201	13508	B00BBLCYH4	A2KIVODZRTGY4U	Toys & Games	3	I would say that this game is perfect for kids who have outgrown simple games like Candyland, Hungry Hungry Hippos, and Operation but still are too young for Risk or Chess or other more complicated games.	1.0	Population segment	yes	before		36
80202	13508	B00BBLCYH4	A2KIVODZRTGY4U	Toys & Games	4	The 6-10 year age range is perfect for this game.	1.0	Population segment	yes	before		9
80232	13512	B00BCDQLAC	A1Q57GEGDR4PYE	Toys & Games	2	Numerous people have reported stuck or breaking joints.	1.0	Warning	yes	before		8
80233	13512	B00BCDQLAC	A1Q57GEGDR4PYE	Toys & Games	3	if you have a stuck joint dont force it - simply stick the figure in the fridge for several minutes, and the joints will become unstuck.	1.0	Workaround	yes	both		25
80237	13512	B00BCDQLAC	A1Q57GEGDR4PYE	Toys & Games	7	There is also the possibility that the pouches may break if you try to force them onto the belt, but these can be fixed with a bit of super glue.	1.0	Workaround	yes	both		30
80239	13512	B00BCDQLAC	A1Q57GEGDR4PYE	Toys & Games	9	I highly recommend propping this figure up against a wall if youre displaying it, otherwise, it may keel over and break.	1.0	Usage	yes	both		21
80265	13514	B00BCL2V9O	A2E67UDGXGL71V	Baby	6	Water or saliva slides off, so you end up smearing saliva and spit up instead of absorbing it.	1.0	Warning	no	before		18
80276	13515	B00BD50T2U	A2KPDRY4YRR7WP	Tools & Home Improvement	6	This is a knife for combat and not for batoning wood or using it for throwing.	1.0	Alternative use	yes	both		16
80279	13516	B00BD5G5A0	A1X2LENOF84LCQ	Tools & Home Improvement	1	Be forewarned that this is a bare tool with no battery, charger or anything else, just the bare tool and a caseThe quality is there with Bosch tools and I have been buying my hubby a few here and there.	1.0	Warning	yes	before		40
80301	13518	B00BDO9HB0	A042274212BJJVOBS4Q85	Tools & Home Improvement	13	*  The blade is thick, so youll have to keep this in mind when marking the cut line.	1.0	Warning	yes	after		17
80302	13518	B00BDO9HB0	A042274212BJJVOBS4Q85	Tools & Home Improvement	14	*  Its NOT Micro-Segmented, so you have to be careful when handling the tiles after cut.	1.0	Warning	yes	after		14
80310	13519	B00BE6CUWK	AQSW6WDVCJGB8	Baby	7	Im hoping that Belkins does something to rectify the app soon because being just an audio monitor at the price point of ~$70 is already a steep handicap.	1.0	Warning	no	before		27
80315	13520	B00BECOBQC	A38LWVIGK6FHAR	Toys & Games	3	It is quite a boring toy and a chore just de shelling n fixing it back.	1.0	Warning	yes	before		16
80320	13522	B00BEVSSWG	A15T06GEG9YY38	Baby	4	It has a very soft spout much like a bottle and the handles can come off so it can fit in the bottle compartment of a diaper bag or stroller cup holder.	1.0	Size	yes	both		32
80323	13522	B00BEVSSWG	A15T06GEG9YY38	Baby	7	It is completely spill proof and comes with a cap and a lid for travel.	1.0	Complementary product	yes	both		15
80376	13531	B00BG4P2AW	A3A93JDI1CFDI1	Toys & Games	1	Great choice for a 2 -3yr old kid.	1.0	Population segment	yes	before		6
80386	13532	B00BG4P5N6	A2WYO2ITT47D4M	Toys & Games	5	You have to make sure the power is off when not in use or the batteries were out quick.	1.0	Warning	yes	after		19
80389	13532	B00BG4P5N6	A2WYO2ITT47D4M	Toys & Games	8	Whoever starts using the remote first, is able to power both cars and they move in sync.	1.0	Warning	no	before		17
80392	13533	B00BG9E140	A4YYDUZOTPTIX	Toys & Games	1	Bought to apply to face painting designs - claim to be self adhesive but they are not.	1.0	Warning	no	before		16
80406	13536	B00BGT5KXQ	A3JNS0IUUYEO5	Toys & Games	7	very cool and accessible for a variety of ages.	1.0	Population segment	yes	before		9
80415	13538	B00BGT5TX2	A35UXMY1IX91L2	Toys & Games	3	The boys (ages 33 through 8) in our family had fun together with it.	1.0	Population segment	yes	before		12
80440	13543	B00BH0NV5S	A2DG3YVEU37IZ7	Toys & Games	3	I just used a Clorox Wipe to clean it off.	1.0	Workaround	yes	after		10
80449	13544	B00BH0OJV8	A29Z8NXGXEZ3IY	Baby	7	i also ended up having to go up a size to accomodate my chest.	1.0	Size	no	before		14
80461	13546	B00BHK0GYW	A3U59VKWFTL606	Baby	3	This diaper really does fit toddlers, and he was on the middle set of waist snaps, so it would work for a child with a larger waist too.	1.0	Size	yes	before		28
80477	13547	B00BHK2UHI	A2AM4SM8ZA1D9W	Musical Instruments	1	The cable tangles easily.	1.0	Warning	yes	before		4
80478	13547	B00BHK2UHI	A2AM4SM8ZA1D9W	Musical Instruments	2	Not stiff enough.	1.0	Warning	yes	before		3
80487	13548	B00BHKZTEY	A30IISN5P0HTII	Tools & Home Improvement	7	They do make the light bulb stick out of the fixture a little more, but there isnt anyway around that as far as I can tell.	1.0	Warning	yes	before		26
80536	13555	B00BJM2MF4	A1K3CXD5NL9HB4	Toys & Games	1	I only gave this 3 stars because the velro is so horrible that it doesnt keep the seat pet ON the seat belt.	1.0	Warning	yes	before		22
80537	13555	B00BJM2MF4	A1K3CXD5NL9HB4	Toys & Games	2	I decided to get out my seam ripper and take all the velcro off and sew on much better velcro from the hobby store (I machine stitched the flap parts and hand stitched the velcro sides on the pillow parts itself.)	1.0	Workaround	yes	both		41
80553	13559	B00BK25XO0	A2FLFI52YROKLK	Baby	3	Even after many washes it still looks brand new.	1.0	Usage	yes	both		9
80581	13566	B00BLI3MUK	A36K2N527TXXJN	Baby	7	It is designed precisely with iPhone or iPod Touch in mind, and it indeed fits these devices very well.	1.0	Size	yes	both		19
80605	13567	B00BLJ3AR4	A30IP3E4MDQ36	Tools & Home Improvement	16	Tool changes are dirt simple.	1.0	Usage	no	after		5
80621	13569	B00BLT1IZU	A3AM6KVOZ1YHZN	Baby	1	They shrunk after the first washing so they no longer fit the mattress.	1.0	Usage	yes	both		13
80626	13570	B00BM3VSYQ	ALYZJ7W14YS26	Baby	4	It doesnt work too well on carpeting but works fine on tile and hardwood floor (luckily, this is almost my entire downstairs flooring).	1.0	Warning	yes	both		23
80629	13572	B00BM6WLSK	A2KNZ7MRTIOIDK	Sports & Outdoors	1	Bought this as a office chair, the first one burst while I was sitting on it, the second burst while I was talking to a fellow employee and was just sitting by itself on the floor.	1.0	Warning	yes	before		36
80648	13575	B00BMR5Z5A	A3SYE6NEO8VSU0	Toys & Games	2	With Glimmer Studio, children older than age 3 can demonstrate their creativity in creating eight iridescent designs as well as 60 glitter stickers.	1.0	Population segment	yes	before		21
80649	13575	B00BMR5Z5A	A3SYE6NEO8VSU0	Toys & Games	3	The stickers are not meant to be placed on living skin.	1.0	Warning	yes	both		11
80652	13576	B00BMUGQNC	A1E5OAC9SXEA55	Tools & Home Improvement	2	not intended for long term daily use.	1.0	Usage	yes	before		7
80688	13581	B00BN6QAXQ	A448MAK54AXXA	Toys & Games	4	I asked my maid washed it carefully and it seems fine now.	1.0	First time use	no	after		12
80692	13583	B00BNUBHC6	A2F8ERAS0M7P39	Tools & Home Improvement	1	Small enough, more than powerful enough and designed well enough to be what I consider to be the perfect pocket carry light.	1.0	First time use	yes	before		22
80698	13583	B00BNUBHC6	A2F8ERAS0M7P39	Tools & Home Improvement	7	Makes a good addition to a self defense package with its blinding light.	1.0	Usage	yes	before		13
80711	13585	B00BOSQHXQ	A226VGZWOEBPGL	Tools & Home Improvement	4	"The only downside I can see with these is that, if you want to place the alarm over the same area that has been painted before, it will leave a ""ring"" where the other one was installed."	1.0	Warning	yes	after		37
80800	13596	B00BQYVQWU	A1WXJ1I42UOQ2V	Baby	17	The instruction booklet does indicate that some 2.4GHz products such as wireless networks, blue-tooth systems or microwave ovens may cause interference with this model.	1.0	Warning	yes	both		22
80845	13602	B00BRCMYLI	A30QAOLNZ4415R	Toys & Games	11	One more word of advice - make sure other people know thats your iPad on there.	1.0	Usage	no	after		15
80854	13603	B00BRCN9TO	A3M2O06MCHJG18	Toys & Games	8	You do have to establish an account with LeapFrog where you can download each books software to the pen.	1.0	Usage	yes	after		19
80902	13610	B00BTH2G3W	A1Q1T811N4IY3Z	Toys & Games	8	It was constantly sliding back into the wheel and we found we usually had to hold it extended while we braided.	1.0	Usage	yes	after		21
80919	13615	B00BU9C22E	A21TV38981DF2B	Toys & Games	1	Fun toy, and a nice hand held size, that any kid 3 and up can enjoy.	1.0	Population segment	yes	both		15
80947	13623	B00BVYB15M	AAQVW0JZ6B5UZ	Baby	4	it manages to fall out of his mouth the second he stops sucking on it, unlike the wubbanub which is flexible.	1.0	Warning	no	before		21
