	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
78095	12990	B008J0PGHK	A17UNMURMLX0ZE	Tools & Home Improvement	13	The clamp is not positionable so that it could be used on the left, top, or bottom of the detector.	0.0					20
5017	713	B00004U4N9	A1C8O2EUVPZJUO	Tools & Home Improvement	4	There are a lot of other choices out there.	0.0					9
46042	7881	B001CWCL0C	A1QMNQAXM75KJC	Sports & Outdoors	9	Good for camping/backpacking, especially if you do not want to carry all that cooking gear.	0.0					14
77750	12947	B008CNPHWI	AOEUN9718KVRD	Toys & Games	1	I own few Gund animals and they are all very cute and top notch quality.	0.0					15
67539	11315	B004M8R9W8	A12KH1Y5F8VQ6M	Tools & Home Improvement	8	It doesnt get weaker as your battery gets spent.	0.0					9
25234	4346	B0009PUPSI	A8FKL1DHTHC12	Sports & Outdoors	3	the base is loose and falls over all the time.	0.0					10
5715	831	B000056J7K	A3PGL9975AP22I	Baby	6	I keep it on a little rug to catch the dribbles and just throw that in the wash as needed.	0.0					20
76649	12780	B007XPLI4M	A1IK7OV02Z4M1D	Toys & Games	6	This doesnt do anything fancy but I think my daugther will enjoy seeing her art work lit up on the ceiling or wall.	0.0					23
66130	11092	B004DSX3M2	A3C16FNIFQAC4Z	Sports & Outdoors	2	Good starter knife if you are wanting to teach your kids about knife handling.	0.0					14
67809	11361	B004O0TOK4	A2Y739CRM15WDL	Toys & Games	5	I have never put together a 3D puzzle before.	0.0					8
76239	12706	B007Q0OKRQ	A3MG8X4926DEH4	Toys & Games	3	His mother was pleased with this gift.	0.0					7
37487	6515	B000U3Z85Y	AR0TID0Y19R2X	Sports & Outdoors	4	The retention system used in the Safari-land ALS holster works very well and feels instantly intuitive even to some one who does not train regularly.	0.0					24
52744	8954	B00261SK9Y	A3L3RLY42MEGIU	Sports & Outdoors	1	Like others have said they are beater knives.	0.0					8
32453	5595	B000K2OVIK	A2DFM26VLNVYNY	Sports & Outdoors	6	I got this magnet and problem solved.	0.0					7
68257	11436	B004PUMAEK	AS544CRFO01NF	Tools & Home Improvement	2	I really wanted these to put into my dining room chandelier that I had just installed.	0.0					16
60421	10219	B003CT36NE	A2CYDPW77L01OB	Baby	4	So easy to use, especially if youre breastfeeding.	0.0					8
36457	6333	B000REI1FU	A3JL3G7SU01JDP	Toys & Games	1	The pencils are too fragile for toddlers and break easily.	0.0					10
58113	9846	B0032AMM9C	AF8SREA2XE7BJ	Baby	11	I still think it runs small, but as long as it fits its a good diaper.	0.0					16
83268	13799	B00DQ9RM2Q	A2RTCTTNROH03O	Toys & Games	6	We were really impressed by the movements of the puppies and how much they resemble a real dog.	0.0					18
47051	8017	B001EI82P2	APVUOXZ3DTV37	Sports & Outdoors	7	Both red and green work fine and so do the other reticle shapes.	0.0					13
64594	10861	B00440CZTQ	A2115DMKNH9B7U	Baby	7	I get a little nervous when I put a cup of milk in my purse because the lid doesnt snap tightly.	0.0					21
30674	5287	B000GYUZ1O	AJIA55AVU0CUS	Toys & Games	2	He is a highly detailed, well scaled, heavy beast.	0.0					9
72056	12012	B005K9TMNW	ACRQ6IK8NCSFG	Tools & Home Improvement	6	Easy to get threw any night with light.	0.0					8
1165	177	B00000DMDN	A3PRSWZ0RL7ACT	Toys & Games	6	You can progress ahead to the next level whenever your child is ready-but, the first few versions they suggest are excellent for 2 yo kids.	0.0					23
75446	12566	B007927AGY	A1WP940JZL83T7	Toys & Games	1	I bought these for two very bath resistant boys.	0.0					9
52459	8899	B0020ML744	A2WNQUG9VQUMIT	Tools & Home Improvement	2	It is about half a year since I ordered it, still trying to set it up.	0.0					16
36830	6395	B000RY63JG	A3SA3745SAM88D	Sports & Outdoors	11	I received a replacement pair in a few days.	0.0					9
34260	5922	B000ND74XA	A3VBXQKRM7A4JR	Tools & Home Improvement	4	According to the instructions, it says it meets the standards for beeping in the amount of time (based on amount of carbon monoxide in the air), though I would have liked it to say that its better.	0.0					37
72503	12079	B005PNIN1K	AXGRWSRSQWECN	Baby	5	Not only that, there is nothing to secure the band over the top of the head.	0.0					16
59801	10122	B003A6EMB4	A2KLFJ0GHM3NFO	Toys & Games	7	I opened mine recently and had no problem transforming him back and forth,but I also have been collecting transformers for a while.	0.0					23
58851	9964	B00367JYEW	A3EI9OX9HPUB29	Toys & Games	1	I do not have the full sized Zingo game so this review is based on this game alone.	0.0					18
37083	6438	B000SJO5QI	A1LNISCJBDOHXW	Tools & Home Improvement	1	I snuck this new lid on to my toilet for when by bf stays over.	0.0					15
25406	4379	B0009TTU1W	A2KQC4QQ8BPOLA	Sports & Outdoors	2	You can use it at the indoor range for pistol shooting, or outdoors on the rifle range.	0.0					17
30916	5334	B000H98TC0	A239MFM40GO85W	Tools & Home Improvement	2	I mean after all, this is Roundup, the kills all living things abomination of Monsanto right?	0.0					16
67581	11318	B004MF39YS	A12DQZKRKTNF5E	Musical Instruments	28	For me it works out, as the others have the software and they work with the Meteor.	0.0					17
11995	1928	B0002CZUTM	AVDW3OAVWWE05	Musical Instruments	13	I have a strap ordered and on the way.	0.0					9
81960	13610	B00BTH2G3W	A1Q1T811N4IY3Z	Toys & Games	4	For the most part, it is fairly easy for a child to do herself.	0.0					14
6200	906	B00005BTC5	A3NBO44HQ1IJUT	Baby	1	Had been searching for these everywhere, I have no clue why Playtex have moved away from these, I am guessing because of fear of allergic reactions but all my babies loved these over the silicone ones.	0.0					36
51977	8808	B001V9ACMK	A1UV8DAQ9NZG6N	Toys & Games	16	My husband grew up with a Chinese style abacus (obviously his Dad taught him on that) and also claims he doesnt understand this one at all.	0.0					26
82843	13734	B00CSX2PM8	AZYJE40XW6MFG	Baby	7	The storage under the seat is not very convenient, it is hard to put a full diaper bag inside.	0.0					19
38414	6656	B000VW64YS	A1R4830GBU8UIM	Tools & Home Improvement	6	The only complaint is that the metal handle is somewhat slippery, and doesnt offer much in the way of grip.	0.0					20
19168	3236	B0002F7K7Y	A2WROWUBLQ9GZZ	Musical Instruments	4	Either way, I am happy with them.	0.0					7
75158	12515	B0073H6QUG	A2AKWXPMGQ8WFR	Baby	5	its a different vibe than the City GT (of course we used the bassinet when he was born).2) The Chicco carseat adaptor works perfectly!	0.0					24
73266	12208	B0060JVSTW	ACI7KFC0HMT87	Toys & Games	1	I bought this for my childcare just so it will keep the little ones busy.	0.0					15
15104	2483	B0002D0MFI	A9CQXTVLHQBMA	Musical Instruments	2	I would have thought pledge would work, but after a little reading I found out that could be bad for the woods tone and resonance.	0.0					25
22987	3986	B00064TZYW	AXU9VX024GPSS	Musical Instruments	1	Picked up some Blue Steel lite stings and some brass abalone pins to enhance tone.	0.0					15
68293	11437	B004PZPZQU	A2FNJ6EZ80H1CQ	Toys & Games	19	His vehicle mode holds together really well and the paint apps is true to the orginal scourge.	0.0					17
13806	2206	B0002D0B4K	A3K6M4WXNTYQEM	Musical Instruments	3	If you need to cut these to fit your speakers, try to find something better than scissors, because its quite hard to cut the foam evenly with them.	0.0					28
81397	13526	B00BFD0I7Q	A3D1RYGOR76013	Sports & Outdoors	8	He *did* read the instructions and followed them without issue.	0.0					10
49811	8462	B001NQTDNK	A35EYS0ROCMIP5	Toys & Games	1	I can not believe they have this photo for the product they sell.	0.0					13
20724	3575	B0002GXV3A	ATB2PLCVQ2XC9	Musical Instruments	3	Fast forward a few years and I purchase this little baby on a whim.	0.0					14
18543	3125	B0002F58TG	A178O10M2U0XDC	Musical Instruments	8	Stock strings have a warm tone.	0.0					6
60086	10157	B003AULWEU	A2KI9QFHCMOU69	Toys & Games	2	It holds any of his tools from other brands, and it came with some tools of its own.	0.0					18
83134	13780	B00D9LWJTC	A2TJ89QNOHVFZ2	Toys & Games	8	I tried Magic Jinn myself, and hes quite difficult to beat and seems to know quite unusual reptiles,amphibians and insects along with his animals too.	0.0					26
35450	6152	B000P5OUCE	AHQTXJQX2584I	Musical Instruments	5	this one is an ivory-ish color and it is really nice.	0.0					10
14611	2381	B0002D0COE	A8ANJNZAZQ6IQ	Musical Instruments	14	The humidifier will not cause any stress or damage to your strings by spreading them when you wedge this inside your soundhole.	0.0					22
4415	616	B00004NS0J	A2BIJMB2BITQUM	Tools & Home Improvement	3	The only thing I find myself wanting is a larger compressor.	0.0					11
9743	1495	B0000ATXQI	A39357QLRB3A9R	Sports & Outdoors	9	If you notice in the picture of their pole it is a small diameter item.	0.0					15
65869	11056	B004CKHC4Q	A1FR5NYM6I7O7H	Baby	6	The interior and exterior are very easy to wipe clean.	0.0					10
8569	1303	B00008GYD0	A2H4QWDVXARPAU	Baby	4	The first time I used it came apart during use.	0.0					10
38997	6749	B000WYCGB0	A3SUZA0C8QV8AW	Sports & Outdoors	8	It takes only a few minutes to remove your old seat and install this one.	0.0					15
46924	8008	B001EDL1L4	A1S9QAZE59WEAG	Sports & Outdoors	3	Pennsylvania also looks safe except in the city limits of Philadelphia.	0.0					11
6310	926	B00005C1JP	A3DRBDALYFOC2T	Baby	3	Someone was always getting their fingers pinched.	0.0					7
30206	5194	B000GB0FYO	A2M4BJK1LPB2OW	Sports & Outdoors	10	Simply tilt your hand to read the watch and it automatic backlights for you.	0.0					14
10486	1650	B0000DG57B	A1VHXHISXGXZMK	Tools & Home Improvement	5	In my case, it was both.	0.0					6
83365	13813	B00E1CI2W6	A1UVWTNPX8TR0G	Baby	8	But it would be hard to convince a BF baby to take this in his/her mouth.	0.0					15
26921	4645	B000BQ7HGI	A22QN8JDZS8YOF	Tools & Home Improvement	2	The actual color could better be described as platinum or light gold.	0.0				after	12
57663	9763	B002ZKGVJW	A302JEPH6HRPPL	Toys & Games	2	My mother still has the original Barbie one I played with as a child.	0.0					14
61685	10434	B003LPUPWO	A32QYC8HDZW03X	Baby	2	I think he likes these bottles and I will order form this company again.	0.0					14
28222	4872	B000EEHKVY	A3KZ3Y88P6CAMA	Musical Instruments	4	Hercules is by far the best quality for musical instrument stands.	0.0					11
40256	6941	B0010DHFTK	A1F4SNGNVJIQ28	Tools & Home Improvement	1	I never knew how many uses one can find for an angle grinder -- weve used it to cut out an old cast iron bath tub, cut out dry wall, cut thru screws, nails and many, many more.	0.0					37
81933	13604	B00BRCNAE8	A1ZVFCPHCWFV71	Toys & Games	2	My kids found the puzzles in the Roller Ball section of the Phineas and Ferb game more entertaining than this.	0.0					20
3779	516	B0000224SE	AISWSWY8ANCUH	Tools & Home Improvement	6	Knots in old wood and hidden nails do not even slow it down.	0.0					13
46922	8008	B001EDL1L4	A1S9QAZE59WEAG	Sports & Outdoors	1	"""Be aware this 4"""" single edge locking blade pocket knife may be considered a concealed weapon in some states or cities."""	0.0					20
37964	6589	B000V2JAI0	A2IABP80E6P65D	Tools & Home Improvement	2	I bought the big Makita LiOn 6 toy kit from AceToolsonLine last December.	0.0					12
40903	7050	B0012RPD3E	A395TWBHNSJ6ZK	Tools & Home Improvement	3	Since this sink is not something you will be moving since it will be and attached to the drain trap, its really not an issue.	0.0					25
8708	1330	B000090W81	AF9C35MUJ5UM9	Toys & Games	3	The Birthday Cake set is by far the most popular Melissa and Doug toy in our house.	0.0					17
44614	7636	B001AG0YL8	A22T160YYJQS9T	Baby	8	I am always worried I might pinch the baby when in a hurry.	0.0				after	13
7445	1139	B000068NZG	A34IJACMU8C3IM	Musical Instruments	7	Thats something none of us in the broadcast production field want to worry about since our gear gets pretty beat up.	0.0					21
78031	12982	B008HCZME2	AJVASZTAOXEQH	Toys & Games	3	The colors provided are easily replaced by similar colors that can be purchased in regular packs, unlike the steam roller, which comes with special, glittery dough.	0.0					26
18347	3095	B0002EVDOG	A2X42ENNMOSDKA	Tools & Home Improvement	12	My first impression is... this thing is glassy smooth compared to the Dewalt.	0.0					13
19192	3242	B0002F7K7Y	A3AOPVQ7EZHTWA	Musical Instruments	4	I deliberately left the DAddarios unstretched overnight and found they settled in nicely without much stretching at all.	0.0					18
63085	10645	B003VWKPHC	A2VH0UT5EQFB6P	Musical Instruments	9	It uses a CR2032 button battery which is inexpensive and lasts a long time.	0.0					13
55783	9464	B002PCRTVE	A1SDJTX5OD228W	Baby	3	These are perfect for storing small amounts.	0.0					7
32030	5514	B000IXAJVY	AOEAD7DPLZE53	Tools & Home Improvement	33	Of course, if you need a more compact unit, then consider theMAGLITE 2-AA Cell Mini-Maglite LED Flashlightinstead.	0.0					15
70564	11784	B0054KKEL6	A3BRSKXH5657SJ	Toys & Games	2	All kids were amazed with their sparking tatoos.	0.0					8
81228	13505	B00BB2MMNE	A2LIGTSDHJY7U6	Tools & Home Improvement	12	I have not encountered any problems with the device and Belkin releases firmware updates periodically which basically install themselves.	0.0					19
45042	7700	B001AZHFGQ	A19VISO9EHD1OM	Sports & Outdoors	5	The battery life is advertised at 25 hours, or 50 hours on the flashing setting.	0.0					13
81548	13549	B00BHMGS0Q	A3QNG5ZWWTPAW8	Toys & Games	6	If youre just starting out with Smart Wheels, I would recommend the train, construction, airport or garage sets before this one.	0.0					21
67822	11363	B004O0TP3U	A37D2TGTIXRV2N	Toys & Games	2	It comes in a huge, sturdy (even by Ravensburger standards), heavy box that contains 2 bags each containing half of the puzzle, plus a helpful poster of the result.	0.0					28
5143	739	B00004WGXS	A1U2H8AQQHWSNK	Tools & Home Improvement	5	The slide dimmer does not react the way you might expect.	0.0					11
78239	13019	B008MEC4S2	A1P6TV33R7ZJDU	Baby	3	The attached blanket is a little oversized compared to the mat which is perfect especially since my kiddo loves to curl up in his blankies.	0.0					25
59922	10141	B003AJXY10	A25JDC010UZ7EZ	Baby	7	I dont suggest buying covers in white if youre going to wash them with the diapers, because theyre very easy to miss - or lose, apparently, as I somehow did.	0.0					29
41893	7192	B0014GD3HQ	A91BVZEDZYEWW	Tools & Home Improvement	29	If I had my druthers, Id be using a radial arm saw on-site and in-shop, but radial arm saws are definitely not portable.	0.0					21
36360	6316	B000R8LZF4	A2JREWK2CCX8WJ	Tools & Home Improvement	1	They cut well enough, of course.	0.0					6
81144	13494	B00B7QGRA8	A3VSBJEA4KBGBP	Toys & Games	5	Its the first zombie kid figure from the series, and as such it looks pretty interesting and cool.	0.0					18
50245	8533	B001PADJUC	A122GIAX9OS26X	Baby	4	I plan to use this cover for my newborn in south Floridas winter season and i have no doubt that it will keep her perfectly warm, any colder than that though and i would suggest getting the original bundle me.	0.0					40
22762	3946	B0002YXDZ8	A2VE00SBNAW6LE	Tools & Home Improvement	1	Used this glue for years in woodworking and never had a joint fail.	0.0					13
5736	835	B000056JAK	A2AYYKD4OODSLY	Baby	5	Unfortunately, its getting hard to find this particular style of the playtex cups.	0.0					13
733	97	1603800689	A1W9JOFE6F89FB	Toys & Games	5	After a few days they did however forget about it.	0.0					10
11638	1852	B0002BACB4	AGYH5U11ZKPFB	Musical Instruments	2	The SM58 is a good all around mic - the reason its an industry standard/go-to, but the Beta 58A is a better (in my opinion) vocal-specific mic... basically giving (again, in my opinion) a higher quality sound.	0.0					32
75488	12573	B0079PC0EI	A1PMCLA7UNNFKJ	Toys & Games	1	This is a great game for a WOW lover!	0.0					9
81212	13504	B00B9ZHU0S	A28LN0ESUIK7Q0	Baby	2	She has one heck of a throwing arm, and that combine with her overall clumsiness provides for many a dropped cup, but the Playtex Insulator doesnt spill!!	0.0					27
5943	867	B000058DNE	A2UYLD3M1LV4VY	Baby	7	The beads may as well not even be in the tail, since they are pretty much non-functioning.2) The dragonfly is also supposed to buzz and vibrate when you pull it down.	0.0					30
27329	4708	B000BVB1MO	A5AFVM294LFGH	Tools & Home Improvement	2	The soft start and adjustable speed are nice as well.	0.0					10
82807	13733	B00CS1WD9A	A1IA3XI3O0N5RA	Toys & Games	20	There is so much memory available.	0.0					6
43854	7501	B0018JWAF0	AYFYC06NSS1WW	Baby	1	These are the only bottles (besides the enfmail standard nipples that go on the ready to feed travel pack bottles) that my preemie will use.	0.0					25
76011	12671	B007LHXPWU	A16G1TD9YXM6ZO	Toys & Games	2	These are for small children, no more than 4 years old.	0.0					10
84309	13912	B00GC9I61I	AOEAD7DPLZE53	Tools & Home Improvement	16	However, the information for Current is completely wrong!	0.0					8
6813	1008	B00005Y1VE	A34XT2FZUT6372	Baby	4	Plus, they look great, and I prefer them to the metal stops anyhow!	0.0					13
84264	13910	B00G8QGOKA	AZYVD25M8Y4A2	Sports & Outdoors	1	Let me start by saying, that I had the prior version of this tire in a 23 mm size.	0.0					18
6004	875	B000059XP6	A2ZM9BGE3K3SY2	Baby	16	The medicine dropper is pretty good.	0.0					6
64164	10798	B0042D69V0	A27EPKAU7527OA	Baby	8	She hasnt actually spun the seat around on her own yet but she can twist around to reach just about everything anyway.	0.0					22
60966	10311	B003GAMLMG	AZHWK6YIPFE44	Baby	3	They just slide on the corners.	0.0					6
58005	9830	B0031M9EHE	A1XAGOD1OD04I4	Baby	14	The bird is the only useful toy.	0.0					7
57237	9695	B002WN20GA	A2ZHO81NPNURUD	Baby	3	He was 29 tall and 15 lbs at a doctors appt at 6.5 months so we NEEDED to get a convertible seat as his Chicco infant seat only went to 30.	0.0					27
15877	2653	B0002E1G5C	A91PW87FR65XH	Musical Instruments	4	There is a big and a small slot.3.	0.0					7
75256	12527	B0073Z6ZQ8	A1ZU6FALQ8JLXX	Sports & Outdoors	5	I would definitely reccomend this as a daily carry knife due to its quick action capabilities anyone with a blade skill could easily defend themselves.	0.0					25
8083	1240	B000071OVQ	ABTVDDH7CDA0B	Baby	4	We painted the wall butter yellow-matching the giraffe & put the border & window valances up-it looks terrific.	0.0					14
8165	1247	B0000789HU	A3JYDD8A4J2CH7	Tools & Home Improvement	27	Update: Although my Milwaukee cordless tools have proven themselves to be reliable and sturdy after several years of jobsite use, Id seriously consider the Panasonic line.	0.0					26
68691	11503	B004SGRW6C	AI8EMB0HUC6Z5	Toys & Games	8	One of the local lightsaber experts says this one has all the features you would expect.	0.0					16
29787	5122	B000FNTGZC	ARAKTT5M3DDYA	Toys & Games	4	They squeezed at least three of them inside, while others tumbled it and jumped on top of it.	0.0					18
21021	3616	B0002GYW4C	A3TA1UJWRJF9NC	Musical Instruments	2	But these ones really get the guitars shining up really nice.	0.0					11
57905	9807	B0030HWJOA	A30EOA04FFHERB	Baby	1	I had an older model with no belt - found out today that this model was recalled due to a fall risk.	0.0					21
20320	3475	B0002GTZR6	AE9C0UNXBV8CB	Musical Instruments	1	This is a sturdy strap with a nice pattern and double-leather ends.	0.0					11
55105	9358	B002KT3XJE	A1GW7V6S6XSXX3	Sports & Outdoors	12	Although I considered getting a bib, because I was concerned about sizing, I am glad I did not.	0.0					18
80929	13460	B00B1RG2OO	AVQZ0JG8OP8P7	Toys & Games	7	Easy assembly, although I did need some extra muscle from my Husband to get the trailer base popped together with the under frame(tight fit), but otherwise it went together with ease.	0.0					32
25414	4380	B0009U70RW	A3D7C9RYQKA0OC	Sports & Outdoors	2	Was relatively easy to pump until around the 250 psi range (which is above recommended for my suspension system anyways).	0.0					19
21783	3770	B0002H49BM	A1QFFRX44YPXX8	Tools & Home Improvement	15	I know many want only the lightest of tools, but I found this one to be just the right balance between weight, hand-feel, and functinality.	0.0					24
40599	7000	B0011UIPIW	A2UWPPU5GZLMQZ	Tools & Home Improvement	3	Not a problem with this guy.	0.0					6
80771	13443	B00AWP7Q7I	A58437AUQICZF	Toys & Games	27	I have noticed that several reviews here on Amazon and elsewhere on the web have mentioned that they didnt get the correct stickers in their kits.	0.0					26
62080	10493	B003O95UIQ	A3LXTYXYIYNGD3	Baby	42	I didnt want to be the person with the fleet of strollers, but with 2 kids and an active lifestyle, no help, your stroller is your best friend.	0.0					27
83342	13809	B00DZFUWGY	A1M8AYAL3L8ACP	Baby	1	There are many put and take activities and things to help with fine motor skills.	0.0					15
83364	13813	B00E1CI2W6	A1UVWTNPX8TR0G	Baby	7	So for a bottle-feeding mom, this is probably just fine, easy to clean, and the silicon nipples are more durable than rubber.	0.0					21
38089	6599	B000V6USJQ	AOEAD7DPLZE53	Tools & Home Improvement	7	But in this case, the flashlight remains on 24 hours a day since there is no light sensor.	0.0					17
14999	2459	B0002D0KOG	A33F2WVDF74EA7	Musical Instruments	2	The locking knobs do their job without fail and I dont have to over crank them to get them to hold.	0.0					21
24394	4210	B0007UPXM8	A7LD57FN1M3NL	Toys & Games	3	After opening it they were both really disappointed.	0.0					8
77682	12934	B008BPI2HE	A1YP96MT6W9FTB	Musical Instruments	2	As the product description says, it has a built-in pick holder, which certainly is not necessary, but which is a feature that some users will find attractive.	0.0					26
61043	10326	B003H3FUH0	A1UEADPA0Y09AS	Tools & Home Improvement	3	I honestly cannot fathom Leathermans line of reasoning as to why they decided to but a chisel-ground blade on ALL of their keychain-size tools.	0.0					23
32832	5667	B000KKMWTM	A1EOTB1WHLSW6G	Tools & Home Improvement	1	A huge improvement over the plastic set.	0.0					7
79249	13186	B009DRJ16U	A127PNVG4RAYZY	Tools & Home Improvement	1	I installed two of these lights in a ceiling fixture in my travel trailer.	0.0					14
2241	335	B00002234A	A2EL5IZGQOCHKJ	Tools & Home Improvement	8	Considering it cost half of what the saw cost me, it was hard to pony up that much cash.	0.0					19
41234	7090	B00136IZ7U	A1R63DYY8K5XAS	Sports & Outdoors	3	The tee is heavy duty and seems to be good.	0.0					10
66774	11214	B004HUYSMK	ABRCAF8DCRRKS	Tools & Home Improvement	6	If l you ike this design and again blade is great ,get  version with wood handles as that will handle the laugh factor.	0.0					23
33290	5750	B000LSL5ZK	A6HMCJKZYWIB0	Baby	1	got these for my 2nd childs baby shower, but my 5 yr old still likes using them to eat his yogurt/apple sauce/ etc.. everytime i see him helping himself to snacks, he ALWAYS picks these over his big boy spoons.	0.0					36
73147	12185	B005XUI7RK	A398B342YBT08B	Toys & Games	8	I would recommend this line of toys to any parent of grandparent.	0.0					12
64153	10796	B0042AE9EC	AD2C4BN4N7D67	Baby	2	Strong enough to be an every day monitor, but easy to travel with.	0.0					13
83928	13879	B00FB1ZMC4	AHFEZ1KSH93IR	Sports & Outdoors	1	My 7yr old son has been using this case for 2 summers.	0.0					10
58116	9847	B0032AYC72	AS66UB450QQY3	Baby	3	It plays catchy tunes (on a timer) and flashes different colored lights which, as a newborn, our baby loved to lay and look at.	0.0					24
41986	7206	B0014SI62Q	A26SCIIRG5634Z	Sports & Outdoors	1	This device is very accurate and very lightweight.	0.0					8
69927	11698	B00503I252	A27TFC1K94NAHI	Baby	11	Here are my analyses:*ERGO-pros:  comfortable for baby & parent bc of the support, organic fabric-cons:  can only be worn inward facing either on the front or back*BABY BJORN COMFORT CARRIER-pros:  new design of added waist belt allows more support (the major perks of ergo), flexible leg positions w/o any additional inserts, super soft organic material, can be used as forward facing-cons:  cannot be used for newborns under 3 months*ORGANIC BRITAX CARRIER-pros:  great support (waist belt, upper back strap, and very well cushioned shoulder straps), versatility (forward facing AND inward facing), soft organic material (the non-organic carrier was very stiff and rough in texture), can be used for newborn w/ the newborn insert (included)-cons:  needed separate inserts for non-newborn babies (not included)I was quite torn between the bjorn and the britax bc of the leg inserts but in the end, we went the the organic britax bc we could use it right away for our newborn baby.	0.0					150
84678	13952	B00HCSYQVM	A2KMV056844YV2	Baby	4	I highly recommend this nursing pillow for mothers and their precious babies.	0.0					12
3182	437	B0000223Y0	A2ZK326GSTY6F4	Tools & Home Improvement	14	By the way, I have already stepped on it and to my surprise it didnt hurt it a bit.	0.0					19
22879	3970	B00063EDEK	A1ZPFA3QQFBBX6	Baby	7	I have gotten my moneys worth out of this Boppy; I use it every day still.	0.0					16
71601	11932	B005FKF1PY	ALHC64J88LVWO	Musical Instruments	15	But they really dont do all that great a job.	0.0					10
84347	13916	B00GEF7JEU	A2JKM8KF3296CW	Baby	6	Well, sometimes these things come with so many options you end up pulsing and chopping when you just want to blend.	0.0					21
78292	13027	B008NAAYW8	AFK6U0XQ7UMTH	Sports & Outdoors	1	Now I can find my cleaning rods and they dont keep rolling off the work table on to the floor.	0.0					20
72225	12036	B005M0CK9M	A3HH71P93ZWAMB	Musical Instruments	3	The pedal responds well to the guitars volume and easily replaces my holy fire, custom badass od, and every other OD I have.	0.0					23
32757	5650	B000KIRT6A	A110ZEDSNASVCO	Musical Instruments	10	Overall I give this pedal a 3 out of 5 stars.	0.0					9
58004	9830	B0031M9EHE	A1XAGOD1OD04I4	Baby	13	Pastel colors do not attract babys attention.	0.0					7
65587	11008	B004AMVVJI	A1Y5XM9SCENQ6Q	Baby	3	This makes it SO easy, and she even asks for us to scan her forehead!	0.0					15
39634	6854	B000YDDF6O	A9CVOQ6ME5R8Z	Baby	9	He isnt learning anything about cause and effect because it just races in rapid succession through the songs if he holds it at all.	0.0					24
37688	6551	B000ULRE9E	AJMM5SQ28GT74	Baby	4	I almost hate to put regular undies on our daughter anymore because these are so comfy for her.	0.0					18
50124	8512	B001OPNVWY	AQREGOA044IWN	Sports & Outdoors	28	Upon shooting, I find that pellets have more accuracy than bbs.	0.0					11
15145	2489	B0002D0PB4	A14Z9LAETO21KL	Musical Instruments	5	Its my own fault for not looking at the specifications.	0.0					10
38570	6680	B000VZYS66	A38L9I59GH34O0	Musical Instruments	5	But then I read how you use it and all that.	0.0					11
34938	6057	B000O8MINK	A25CGBLRJB6X0S	Sports & Outdoors	3	Its fun to play but the washers are so small that theyre easy to lose in the grass.	0.0					18
3969	537	B00002269E	A14JBDSWKPKTZA	Tools & Home Improvement	27	The dust capturing feature is something that the Bosch has also.	0.0					11
60767	10271	B003EMY8F4	A1AJWJGB89GSIL	Toys & Games	3	So I wanted to try a plastic coin and bought this product.	0.0					12
31160	5373	B000HJBD6E	A28X7NZ02016FO	Tools & Home Improvement	15	So, I gave it a full five-stars.	0.0					6
76646	12780	B007XPLI4M	A1IK7OV02Z4M1D	Toys & Games	3	The pictures turn out pretty clear and you can see the different colors pretty well although maginified by 20 they do get a little fuzzier.	0.0					24
7592	1176	B000068OJ5	A30H2335OM7RD6	Baby	4	Yet they do not ruin any furniture.	0.0					7
65290	10963	B0048087RQ	A18Z4PYBB9L9RY	Tools & Home Improvement	1	I wanted a small file set for small work areas, and these seemed well rated.	0.0					15
27326	4707	B000BUW99Y	A2XB3CNCYBRJVA	Sports & Outdoors	2	I havent worn it yet as summer and boating are going to be a month away this year.	0.0					18
45127	7711	B001B14V1Q	A34OGZS5PX2U3H	Tools & Home Improvement	2	However, its highly likely that all 48 will NOT arrive safely.	0.0					10
70276	11742	B0051SDWP6	AYBR2TUUOQAYV	Baby	38	The mobile we used, we attached to the side of the crib for a while.	0.0					15
48513	8225	B001H8FJIW	A3BJ8UAOA350IR	Sports & Outdoors	12	For rafting or kayaking, we use the smaller Wind Storm whistles.	0.0					11
64035	10775	B0041LM6QU	AIXDV2Z2NEYP6	Toys & Games	5	Her other set has had quite a few pieces get broken, but this you could step right on top of and it would not break.	0.0					25
73537	12248	B0065I114K	AAI8A912XBX63	Tools & Home Improvement	2	I bought two of these Newer Technology Power2U wall outlets to install.	0.0					11
39915	6897	B000ZEZ0MY	AD79Y7D9I00QB	Baby	2	She was a little bit on the low birth weight side and we were having a hard time finding something that would fit her tiny mouth.	0.0					26
57554	9745	B002YX011E	A19SYRKLL6PD4R	Toys & Games	16	But now... with Eccleston, Tennant, and now Smith....	0.0					8
24518	4231	B0007WX0NU	ALLHJD3KZF9KC	Toys & Games	4	The handle is a nice feature and mine does not have a pull cord even though the picture online looks as if it might have one.	0.0					26
11500	1828	B000284X6W	A174AQ2AY4E2RO	Toys & Games	5	I play with this toy all the time and its one of my favorites and their house.	0.0					17
19030	3204	B0002F7K7Y	A1GXG8FTXEA72D	Musical Instruments	1	Fits very well on my les Paul 100	0.0					7
71496	11922	B005FGAP7W	A1U682SBWTYM66	Tools & Home Improvement	3	I received it in the mail today....	0.0					7
70578	11786	B0054WHTRG	A3BHQF3BDXEA2L	Baby	6	They all have rattles in them and are bright and colorful!	0.0					11
